model,turn,u,r,rho,p,q,n,sig,scope
GPT,6,U2,EMP,0.10277217320206854,0.3903038215406478,0.6572147972436921,72,False,per_turn
GPT,6,U3,SEN,0.57953786404698,9.605715508630624e-08,4.802857754315312e-06,72,True,per_turn
GPT,6,U3,AUR,0.21025293993605254,0.07627761772822506,0.25289157114707594,72,False,per_turn
GPT,6,U3,TD,-0.16116459280507606,0.17623044521155765,0.41959629812275634,72,False,per_turn
GPT,6,U3,FIX,0.11936983810476687,0.3179224440966166,0.6113893155704164,72,False,per_turn
GPT,6,U3,RT,0.05720483681506297,0.6331519966493299,0.7981405346067445,72,False,per_turn
GPT,6,U3,TN,0.2686866453119394,0.02248222200291508,0.12490123334952823,72,False,per_turn
GPT,6,U3,QOC,0.29965967090575757,0.010550230142698498,0.06765152954929722,72,False,per_turn
GPT,6,U3,LM,0.3168996588954113,0.006683670863925616,0.05672484255314697,72,False,per_turn
GPT,6,U3,ME,-0.09894548898363074,0.408283350959328,0.6572147972436921,72,False,per_turn
GPT,6,U3,EMP,0.19968076595771792,0.092631678409583,0.2724461129693618,72,False,per_turn
GPT,6,U4,SEN,-0.055470019622522924,0.6435093406599954,0.7981405346067445,72,False,per_turn
GPT,6,U4,AUR,-0.12424167005819635,0.29842800610061887,0.5968560122012377,72,False,per_turn
GPT,6,U4,TD,0.31622776601683794,0.006806981106377636,0.05672484255314697,72,False,per_turn
GPT,6,U4,FIX,-0.030550504633038936,0.7989145131999276,0.907857401363554,72,False,per_turn
GPT,6,U4,RT,-0.02748832530976198,0.8187077904643578,0.9096753227381754,72,False,per_turn
GPT,6,U4,TN,-0.10041928905068677,0.40130234082492533,0.6572147972436921,72,False,per_turn
GPT,6,U4,QOC,-0.10690449676496974,0.3714267820941788,0.6572147972436921,72,False,per_turn
GPT,6,U4,LM,-0.14493130053458808,0.22448612944355062,0.4714822091633204,72,False,per_turn
GPT,6,U4,ME,-0.055470019622522924,0.6435093406599954,0.7981405346067445,72,False,per_turn
GPT,6,U4,EMP,0.0,1.0,1.0,72,False,per_turn
GPT,6,U5,SEN,0.02437319186098584,0.8389599458813567,0.9119129846536486,72,False,per_turn
GPT,6,U5,AUR,0.008573592824600587,0.9430177950995267,0.9622630562240068,72,False,per_turn
GPT,6,U5,TD,0.09141353418132363,0.44504888575958257,0.674316493575125,72,False,per_turn
GPT,6,U5,FIX,-0.06947357319805456,0.5619908137239917,0.7805427968388774,72,False,per_turn
GPT,6,U5,RT,0.0536455913878536,0.6544752383775305,0.7981405346067445,72,False,per_turn
GPT,6,U5,TN,0.14540155127420837,0.22296986924958842,0.4714822091633204,72,False,per_turn
GPT,6,U5,QOC,0.2281015393941119,0.0539646827266777,0.2348027328512136,72,False,per_turn
GPT,6,U5,LM,0.36974357149463083,0.0013907586746349735,0.034768966865874336,72,True,per_turn
GPT,6,U5,ME,-0.015393594859570004,0.8978794905525562,0.9352911359922461,72,False,per_turn
GPT,6,U5,EMP,0.21806352503133772,0.06574476519833981,0.2348027328512136,72,False,per_turn
GPT,7,U1,SEN,0.2872990791310776,0.01440606118150902,0.10290043701077871,72,False,per_turn
GPT,7,U1,AUR,0.1383004145568658,0.2466367590256642,0.4055736860094054,72,False,per_turn
GPT,7,U1,TD,0.0,1.0,1.0,72,False,per_turn
GPT,7,U1,FIX,0.2542406282128734,0.031154417511119085,0.14336519168725587,72,False,per_turn
GPT,7,U1,RT,0.26389020143440145,0.02510011995561883,0.13944511086454905,72,False,per_turn
GPT,7,U1,TN,-0.08964242926811168,0.45395462303339196,0.6304925319908221,72,False,per_turn
GPT,7,U1,QOC,0.05004277378354096,0.6763440602050566,0.8051715002441149,72,False,per_turn
GPT,7,U1,LM,0.3075637949230168,0.008585674142027523,0.07154728451689603,72,False,per_turn
GPT,7,U1,ME,0.19717349391709232,0.09688777120452297,0.271690382826032,72,False,per_turn
GPT,7,U1,EMP,0.1982238000701754,0.09508662398329965,0.271690382826032,72,False,per_turn
GPT,7,U2,SEN,0.18480591388386794,0.12015931547860911,0.30039828869652274,72,False,per_turn
GPT,7,U2,AUR,0.17871921354839904,0.13308056950187966,0.304173905035163,72,False,per_turn
GPT,7,U2,TD,0.00436208647601815,0.9709906026895787,0.991150456856715,72,False,per_turn
GPT,7,U2,FIX,0.010325655471743621,0.9313988857813031,0.990849878490748,72,False,per_turn
GPT,7,U2,RT,0.15565490410048738,0.19167696019821914,0.37818469564517315,72,False,per_turn
GPT,7,U2,TN,0.004311414273992597,0.9713274477195807,0.991150456856715,72,False,per_turn
GPT,7,U2,QOC,-0.05479840264620172,0.6475374893767074,0.7896798650935456,72,False,per_turn
GPT,7,U2,LM,0.040996463057265245,0.7324094781982868,0.8322834979525986,72,False,per_turn
GPT,7,U2,ME,-0.15394740173723562,0.19665604173549003,0.37818469564517315,72,False,per_turn
GPT,7,U2,EMP,0.13900468607478308,0.24421548115303005,0.4055736860094054,72,False,per_turn
GPT,7,U3,SEN,0.6681531047810607,1.4350003458731072e-10,7.175001729365536e-09,72,True,per_turn
GPT,7,U3,AUR,0.4091615406226872,0.000358806441381903,0.008970161034547576,72,True,per_turn
GPT,7,U3,TD,0.09107651110783742,0.4467360071023455,0.6304925319908221,72,False,per_turn
GPT,7,U3,FIX,0.18691595531313823,0.11591178091692599,0.30039828869652274,72,False,per_turn
GPT,7,U3,RT,0.2797572903026595,0.01731228446967574,0.10820177793547338,72,False,per_turn
GPT,7,U3,TN,0.1970811200324017,0.09704744959293711,0.271690382826032,72,False,per_turn
GPT,7,U3,QOC,0.16450458279011007,0.16732023582660285,0.348583824638756,72,False,per_turn
GPT,7,U3,LM,0.3137372468530317,0.007281678415971604,0.07154728451689603,72,False,per_turn
GPT,7,U3,ME,-0.01587301587301587,0.89471688075643,0.9806613037543912,72,False,per_turn
GPT,7,U3,EMP,0.3115265921885637,0.007727128359896317,0.07154728451689603,72,False,per_turn
GPT,7,U4,SEN,-0.09658342616078197,0.4196182148598725,0.6170856100880479,72,False,per_turn
GPT,7,U4,AUR,-0.05775788426914761,0.6298647603520477,0.7873309504400596,72,False,per_turn
GPT,7,U4,TD,0.2062574315493402,0.08216393239299592,0.271690382826032,72,False,per_turn
GPT,7,U4,FIX,0.22843532026556715,0.05360474711612163,0.2061721042927755,72,False,per_turn
GPT,7,U4,RT,0.08243479284508066,0.4911924345622488,0.6637735602192552,72,False,per_turn
GPT,7,U4,TN,0.06708079709951234,0.5755688977711986,0.7573274970673666,72,False,per_turn
GPT,7,U4,QOC,-0.16720034043510196,0.16037372430685187,0.348583824638756,72,False,per_turn
GPT,7,U4,LM,-0.11397800547025243,0.34042768884714814,0.515799528556285,72,False,per_turn
GPT,7,U4,ME,0.06195121541733005,0.6051767856417292,0.7758676738996528,72,False,per_turn
GPT,7,U4,EMP,-0.014737762597778526,0.90220839945404,0.9806613037543912,72,False,per_turn
GPT,7,U5,SEN,0.22859093072923972,0.05343761473157472,0.2061721042927755,72,False,per_turn
GPT,7,U5,AUR,0.17837727069455422,0.1338365182154717,0.304173905035163,72,False,per_turn
GPT,7,U5,TD,0.13338419171136986,0.26399686462173405,0.41249510097145947,72,False,per_turn
GPT,7,U5,FIX,0.13691271493283366,0.25145568532583135,0.4055736860094054,72,False,per_turn
GPT,7,U5,RT,0.2536808553415142,0.03154034217119629,0.14336519168725587,72,False,per_turn
GPT,7,U5,TN,0.1424448530980556,0.2326231663042444,0.4055736860094054,72,False,per_turn
GPT,7,U5,QOC,0.04614478103633946,0.7003086346466918,0.8143123658682463,72,False,per_turn
GPT,7,U5,LM,0.1400602769917142,0.24061703824751643,0.4055736860094054,72,False,per_turn
GPT,7,U5,ME,-0.19664245741843342,0.0978085378173715,0.271690382826032,72,False,per_turn
GPT,7,U5,EMP,0.3301856550384056,0.004617228542483745,0.07154728451689603,72,False,per_turn
GPT,8,U1,SEN,0.38138503569823695,0.0009483886244461188,0.014762837279243383,72,True,per_turn
GPT,8,U1,AUR,0.39086126999819437,0.0006871913524497746,0.014762837279243383,72,True,per_turn
GPT,8,U1,TD,-0.07202120889413945,0.5477026071331094,0.6846282589163868,72,False,per_turn
GPT,8,U1,FIX,0.13300932605077292,0.2653535922958378,0.47384570052828184,72,False,per_turn
GPT,8,U1,RT,0.1954743351701591,0.09985801661727053,0.3328600553909018,72,False,per_turn
GPT,8,U1,TN,-0.17470388541917464,0.14216361600463498,0.35540904001158746,72,False,per_turn
GPT,8,U1,QOC,0.007576627302822694,0.9496346882123023,0.9496346882123023,72,False,per_turn
GPT,8,U1,LM,0.22769067941209922,0.05441044455862563,0.22671018566094012,72,False,per_turn
GPT,8,U1,ME,0.01328031788149326,0.9118384691556027,0.9496346882123023,72,False,per_turn
GPT,8,U1,EMP,0.272049421971653,0.02078852715800517,0.1299282947375323,72,False,per_turn
GPT,8,U2,SEN,0.17539077138603534,0.14057765417602072,0.35540904001158746,72,False,per_turn
GPT,8,U2,AUR,0.2133767354057187,0.07191405946227171,0.2568359266509704,72,False,per_turn
GPT,8,U2,TD,0.17944595759225243,0.13148466850036608,0.35540904001158746,72,False,per_turn
GPT,8,U2,FIX,-0.11880108204500307,0.32025033791457996,0.5165328030880322,72,False,per_turn
GPT,8,U2,RT,-0.14777973041318243,0.21541159171841948,0.4487741494133739,72,False,per_turn
GPT,8,U2,TN,0.05355153153697258,0.6550426019188716,0.7798126213319901,72,False,per_turn
GPT,8,U2,QOC,-0.09803994282513094,0.4126075596884683,0.582511638817528,72,False,per_turn
GPT,8,U2,LM,0.11588861795844871,0.33234126852311996,0.5192832320673749,72,False,per_turn
GPT,8,U2,ME,-0.0402804215342995,0.7369121443780116,0.8040037153093291,72,False,per_turn
GPT,8,U2,EMP,0.1587010531582652,0.18302085992812786,0.3978714346263649,72,False,per_turn
GPT,8,U3,SEN,0.8043996665398437,1.7326778948971517e-17,8.663389474485759e-16,72,True,per_turn
GPT,8,U3,AUR,0.31816376849214745,0.006456988571140902,0.053808238092840854,72,False,per_turn
GPT,8,U3,TD,0.182709466467655,0.12449656604862998,0.35540904001158746,72,False,per_turn
GPT,8,U3,FIX,0.23407747981592,0.047811569461482364,0.21732531573401073,72,False,per_turn
GPT,8,U3,RT,0.18913810646317655,0.11156438688039952,0.3486387090012485,72,False,per_turn
GPT,8,U3,TN,0.27897679885367266,0.01763994598165145,0.12599961415465324,72,False,per_turn
GPT,8,U3,QOC,0.23534581892980863,0.04658282528865746,0.21732531573401073,72,False,per_turn
GPT,8,U3,LM,0.17032952867191264,0.15258051486391683,0.36328694015218294,72,False,per_turn
GPT,8,U3,ME,-0.09166984970282112,0.44376816587207624,0.5996867106379409,72,False,per_turn
GPT,8,U3,EMP,0.3747666007595922,0.0011810269823394706,0.014762837279243383,72,True,per_turn
GPT,8,U4,SEN,-0.050964719143762556,0.6707215316494678,0.7799087577319394,72,False,per_turn
GPT,8,U4,AUR,-0.10704618602100947,0.3707895134925634,0.5618022931705506,72,False,per_turn
GPT,8,U4,TD,0.12733608346500302,0.2864603606382877,0.4774339343971462,72,False,per_turn
GPT,8,U4,FIX,-0.1609315565666532,0.17686479534722344,0.3978714346263649,72,False,per_turn
GPT,8,U4,RT,-0.24009417304659061,0.042211392629501646,0.21732531573401073,72,False,per_turn
GPT,8,U4,TN,0.04747657364135199,0.6920865595344134,0.7864619994709244,72,False,per_turn
GPT,8,U4,QOC,-0.07897261407593906,0.5096337653675866,0.6533766222661368,72,False,per_turn
GPT,8,U4,LM,-0.1294997541905147,0.27828341795211736,0.4774339343971462,72,False,per_turn
GPT,8,U4,ME,-0.06388765649999399,0.5939212432445842,0.7242941990787611,72,False,per_turn
GPT,8,U4,EMP,-0.01801288663808855,0.8806213736289901,0.9368312485414788,72,False,per_turn
GPT,8,U5,SEN,0.21928367381790523,0.06421074174947793,0.24696439134414586,72,False,per_turn
GPT,8,U5,AUR,0.34962433394680464,0.0026093743494722418,0.026093743494722415,72,True,per_turn
GPT,8,U5,TD,0.13621794755832745,0.2538923166025511,0.47017095667139097,72,False,per_turn
GPT,8,U5,FIX,-0.09951032366919324,0.40559955168015127,0.582511638817528,72,False,per_turn
GPT,8,U5,RT,-0.009514059556076065,0.9367794030562667,0.9496346882123023,72,False,per_turn
GPT,8,U5,TN,0.1365667887919797,0.252666886752866,0.47017095667139097,72,False,per_turn
GPT,8,U5,QOC,0.0398404165127124,0.7396834180845827,0.8040037153093291,72,False,per_turn
GPT,8,U5,LM,0.07917017576317588,0.5085719973549361,0.6533766222661368,72,False,per_turn
GPT,8,U5,ME,-0.09662681632237269,0.4194083799486201,0.582511638817528,72,False,per_turn
GPT,8,U5,EMP,0.13887958182339555,0.2446443910719294,0.47017095667139097,72,False,per_turn
GPT,9,U1,SEN,0.4276252273366622,0.0001791999185778536,0.00447999796444634,72,True,per_turn
GPT,9,U1,AUR,0.2557148849403414,0.03015694584723517,0.18848091154521981,72,False,per_turn
GPT,9,U1,TD,-0.15759450377958137,0.1861318923496498,0.46532973087412455,72,False,per_turn
GPT,9,U1,FIX,0.22534972047251337,0.05700794309852937,0.2591270140842244,72,False,per_turn
GPT,9,U1,RT,0.29389805100341343,0.012218590716934201,0.13356633537390952,72,False,per_turn
GPT,9,U1,TN,0.17339373128142882,0.14522586864424877,0.4034051906784688,72,False,per_turn
GPT,9,U1,QOC,-0.03350987252035626,0.779905031854043,0.8464318960936708,72,False,per_turn
GPT,9,U1,LM,0.2715752177707761,0.021020566065480497,0.15014690046771784,72,False,per_turn
GPT,9,U1,ME,0.29034798163448017,0.013356633537390953,0.13356633537390952,72,False,per_turn
GPT,9,U1,EMP,0.24938817708247318,0.03463524352611111,0.19241801958950616,72,False,per_turn
GPT,9,U2,SEN,0.20252283461730483,0.08798637638499081,0.35063893003945223,72,False,per_turn
GPT,9,U2,AUR,0.059751456508409774,0.6180750219280571,0.8073038755455031,72,False,per_turn
GPT,9,U2,TD,0.07422623276096846,0.5354795280037092,0.7649707542910131,72,False,per_turn
GPT,9,U2,FIX,0.07461351651648908,0.5333466742405932,0.7649707542910131,72,False,per_turn
GPT,9,U2,RT,0.0842908900133099,0.4814523238002565,0.7522692559379007,72,False,per_turn
GPT,9,U2,TN,0.06357508727661074,0.59573169578928,0.8073038755455031,72,False,per_turn
GPT,9,U2,QOC,0.05508070309069294,0.6458431004364025,0.8073038755455031,72,False,per_turn
GPT,9,U2,LM,0.1742230084365355,0.14328189458902968,0.4034051906784688,72,False,per_turn
GPT,9,U2,ME,-0.06159603551107618,0.6072513731143414,0.8073038755455031,72,False,per_turn
GPT,9,U2,EMP,0.031058001022305628,0.7956459823280505,0.8464318960936708,72,False,per_turn
GPT,9,U3,SEN,0.8324444441914698,1.2778757229584526e-19,6.389378614792263e-18,72,True,per_turn
GPT,9,U3,AUR,0.3580757047902965,0.0020131008074822745,0.03355168012470457,72,True,per_turn
GPT,9,U3,TD,-0.03380757886760823,0.7779996236442105,0.8464318960936708,72,False,per_turn
GPT,9,U3,FIX,0.09171448562296654,0.44354534637186205,0.7153957199546163,72,False,per_turn
GPT,9,U3,RT,0.20056506124436194,0.09116612181025757,0.35063893003945223,72,False,per_turn
GPT,9,U3,TN,0.1634539954316794,0.17008647189749856,0.44759597867762774,72,False,per_turn
GPT,9,U3,QOC,0.10282387762569142,0.39006416096340024,0.6922769136499104,72,False,per_turn
GPT,9,U3,LM,0.1934744446760491,0.10344445265791172,0.3694444737782562,72,False,per_turn
GPT,9,U3,ME,0.01771924779845835,0.8825535086306839,0.9193265714902958,72,False,per_turn
GPT,9,U3,EMP,0.2771796619901699,0.018414686601694624,0.15014690046771784,72,False,per_turn
GPT,9,U4,SEN,-0.056961797141151044,0.6345988399923435,0.8073038755455031,72,False,per_turn
GPT,9,U4,AUR,-0.14478512671975205,0.22495891259970807,0.5356164585707335,72,False,per_turn
GPT,9,U4,TD,-0.09773929605781034,0.41404907344072717,0.6922769136499104,72,False,per_turn
GPT,9,U4,FIX,0.03444695183815713,0.7739118735943629,0.8464318960936708,72,False,per_turn
GPT,9,U4,RT,-0.1888861243029323,0.11205093966739758,0.3735031322246586,72,False,per_turn
GPT,9,U4,TN,0.13794451413636583,0.24786657904802137,0.5531140396165504,72,False,per_turn
GPT,9,U4,QOC,-0.0974651319944467,0.4153661481899462,0.6922769136499104,72,False,per_turn
GPT,9,U4,LM,-0.033172310439016,0.7820670939345062,0.8464318960936708,72,False,per_turn
GPT,9,U4,ME,-0.07881104062391003,0.5105029627148165,0.7649707542910131,72,False,per_turn
GPT,9,U4,EMP,-0.1801395214260801,0.1299752056535561,0.4034051906784688,72,False,per_turn
GPT,9,U5,SEN,0.23550926185983034,0.0464263931784527,0.2321319658922635,72,False,per_turn
GPT,9,U5,AUR,0.1146654328136203,0.3375041499471181,0.6490464422059964,72,False,per_turn
GPT,9,U5,TD,0.006233179932092783,0.9585564885533328,0.9585564885533328,72,False,per_turn
GPT,9,U5,FIX,0.13430083697024509,0.26069905179875374,0.5531140396165504,72,False,per_turn
GPT,9,U5,RT,0.03791596257051481,0.7518426343353837,0.8464318960936708,72,False,per_turn
GPT,9,U5,TN,0.12668721482506431,0.28894319606265917,0.5778863921253183,72,False,per_turn
GPT,9,U5,QOC,0.03140137088369416,0.7934364930428066,0.8464318960936708,72,False,per_turn
GPT,9,U5,LM,0.13297040129199383,0.26549473901594417,0.5531140396165504,72,False,per_turn
GPT,9,U5,ME,0.009051256444028407,0.9398488609652318,0.9585564885533328,72,False,per_turn
GPT,9,U5,EMP,0.11061524337289183,0.35495685504631813,0.6573275093450336,72,False,per_turn
GPT,10,U1,SEN,0.45688095227007286,6.200058518455484e-05,0.001550014629613871,71,True,per_turn
GPT,10,U1,AUR,0.3475042095324613,0.0029849726494265336,0.049749544157108895,71,True,per_turn
GPT,10,U1,TD,-0.13335247171015874,0.26757540438813276,0.4315732328840851,71,False,per_turn
GPT,10,U1,FIX,0.24398510380867341,0.04031923119439769,0.20159615597198846,71,False,per_turn
GPT,10,U1,RT,0.2607888858429218,0.02804871114656495,0.15582617303647195,71,False,per_turn
GPT,10,U1,TN,0.10694777605489385,0.3746956212929685,0.497718020078517,71,False,per_turn
GPT,10,U1,QOC,0.16447888704898198,0.17047502051093105,0.35497933024128364,71,False,per_turn
GPT,10,U1,LM,0.22715722980142594,0.056770711816549496,0.22625979121053658,71,False,per_turn
GPT,10,U1,ME,0.11414835764146662,0.3431999397756845,0.4902856282509779,71,False,per_turn
GPT,10,U1,EMP,0.18707703358883365,0.11824421917892043,0.29561054794730107,71,False,per_turn
GPT,10,U2,SEN,0.1985687217237336,0.09690508282833643,0.2691807856342679,71,False,per_turn
GPT,10,U2,AUR,0.20535508905508068,0.0857964377307672,0.2636588308138123,71,False,per_turn
GPT,10,U2,TD,0.2029302104521645,0.08964400247669618,0.2636588308138123,71,False,per_turn
GPT,10,U2,FIX,-0.08475762428999202,0.48219919169487324,0.6027489896185916,71,False,per_turn
GPT,10,U2,RT,0.11501092655705904,0.339541337234476,0.4902856282509779,71,False,per_turn
GPT,10,U2,TN,0.10615526079257397,0.3782656952596729,0.497718020078517,71,False,per_turn
GPT,10,U2,QOC,-0.023793249113427218,0.8438629778546568,0.8610846712802621,71,False,per_turn
GPT,10,U2,LM,0.06049338265541855,0.6162739924775358,0.7165976656715533,71,False,per_turn
GPT,10,U2,ME,-0.22153631985258057,0.06335274153895024,0.22625979121053658,71,False,per_turn
GPT,10,U2,EMP,0.23771839852492496,0.04591087685552727,0.20868580388876035,71,False,per_turn
GPT,10,U3,SEN,0.6924538013414809,2.2432552562502265e-11,1.1216276281251132e-09,71,True,per_turn
GPT,10,U3,AUR,0.28344809567187196,0.016605321786995933,0.11860944133568523,71,False,per_turn
GPT,10,U3,TD,-0.1299363091073008,0.28013529936690784,0.4377114052607935,71,False,per_turn
GPT,10,U3,FIX,0.26598282280414653,0.02496253230846479,0.15582617303647195,71,False,per_turn
GPT,10,U3,RT,0.3200060095589552,0.0065184629051330345,0.06518462905133035,71,False,per_turn
GPT,10,U3,TN,0.21511251874757345,0.07161596721591638,0.23871989071972127,71,False,per_turn
GPT,10,U3,QOC,0.22517773855403217,0.059022093034572974,0.22625979121053658,71,False,per_turn
GPT,10,U3,LM,0.15308071758420727,0.20248177137971538,0.36157459174949175,71,False,per_turn
GPT,10,U3,ME,0.03644177466735349,0.7628703242627852,0.8362493676836528,71,False,per_turn
GPT,10,U3,EMP,0.29045501444586386,0.014002448822331993,0.11668707351943326,71,False,per_turn
GPT,10,U4,SEN,-0.060668767359105334,0.6152500176304337,0.7165976656715533,71,False,per_turn
GPT,10,U4,AUR,0.02431141475614026,0.8405068363496793,0.8610846712802621,71,False,per_turn
GPT,10,U4,TD,0.1588622058049333,0.18574973823156032,0.35497933024128364,71,False,per_turn
GPT,10,U4,FIX,-0.03541726037743747,0.7693494182689605,0.8362493676836528,71,False,per_turn
GPT,10,U4,RT,0.1793203755891931,0.13457071955597052,0.30584254444538755,71,False,per_turn
GPT,10,U4,TN,-0.09272435878245508,0.44183384937373016,0.5664536530432438,71,False,per_turn
GPT,10,U4,QOC,0.18927280478647585,0.1139103886069008,0.29561054794730107,71,False,per_turn
GPT,10,U4,LM,-0.14081060938147386,0.24148719952981543,0.4163572405686473,71,False,per_turn
GPT,10,U4,ME,-0.06486581250966157,0.5909678755015304,0.7165976656715533,71,False,per_turn
GPT,10,U4,EMP,-0.02952409073039897,0.8069118071700556,0.8584168161383571,71,False,per_turn
GPT,10,U5,SEN,0.33380381110218055,0.0044433434336913664,0.05554179292114208,71,False,per_turn
GPT,10,U5,AUR,0.11008946040320568,0.3607447134152352,0.497718020078517,71,False,per_turn
GPT,10,U5,TD,0.17361242429015353,0.1476340617679241,0.3209436125389654,71,False,per_turn
GPT,10,U5,FIX,-0.052892810570497245,0.661329195998253,0.7515104499980148,71,False,per_turn
GPT,10,U5,RT,0.15802013860582464,0.18812246119939866,0.35497933024128364,71,False,per_turn
GPT,10,U5,TN,0.15676874619127518,0.19168883833029315,0.35497933024128364,71,False,per_turn
GPT,10,U5,QOC,0.004995330184380276,0.9670212394528959,0.9670212394528959,71,False,per_turn
GPT,10,U5,LM,0.12534251623862785,0.2976331621676348,0.4509593366176285,71,False,per_turn
GPT,10,U5,ME,-0.1359604753325934,0.2582455548385287,0.4304092580642145,71,False,per_turn
GPT,10,U5,EMP,0.18328648312894524,0.12602186231832818,0.3000520531388766,71,False,per_turn
Claude,1,U1,SEN,0.3398305845748215,0.0034941977472630653,0.034941977472630656,72,True,per_turn
Claude,1,U1,AUR,0.17741867352299542,0.13597305787335529,0.5939191514782616,72,False,per_turn
Claude,1,U1,TD,-0.04038974489884586,0.73622411276973,0.836913240283155,72,False,per_turn
Claude,1,U1,FIX,0.050800937206919125,0.6717190579557757,0.836913240283155,72,False,per_turn
Claude,1,U1,RT,0.06934305383967596,0.5627275390961135,0.836913240283155,72,False,per_turn
Claude,1,U1,TN,0.06523110381161856,0.5861679710282194,0.836913240283155,72,False,per_turn
Claude,1,U1,QOC,-0.07209170740574716,0.5473097350229714,0.836913240283155,72,False,per_turn
Claude,1,U1,LM,0.3253401796691381,0.005293874060477117,0.03781338614626512,72,True,per_turn
Claude,1,U1,ME,0.049887769143759954,0.6772911101756486,0.836913240283155,72,False,per_turn
Claude,1,U1,EMP,0.16958082433673033,0.154418979384348,0.5939191514782616,72,False,per_turn
Claude,1,U2,SEN,0.06943553093975861,0.5622054987384095,0.836913240283155,72,False,per_turn
Claude,1,U2,AUR,0.03494588690621334,0.7707262446921141,0.8563624941023491,72,False,per_turn
Claude,1,U2,TD,-0.06575169842255119,0.5831759265399611,0.836913240283155,72,False,per_turn
Claude,1,U2,FIX,0.294676456677018,0.01198060988312002,0.07487881176950012,72,False,per_turn
Claude,1,U2,RT,0.3572813463061316,0.002063409338107341,0.025792616726341765,72,True,per_turn
Claude,1,U2,TN,-0.32722198292497967,0.005021332607505602,0.03781338614626512,72,True,per_turn
Claude,1,U2,QOC,-0.044141607526742635,0.7127403166211135,0.836913240283155,72,False,per_turn
Claude,1,U2,LM,0.14447545958414598,0.2259627946403786,0.715318299649607,72,False,per_turn
Claude,1,U2,ME,-0.02215391404161141,0.8534526853109183,0.904634716999826,72,False,per_turn
Claude,1,U2,EMP,-0.15369622635929076,0.19739621705122398,0.7049864894686572,72,False,per_turn
Claude,1,U3,SEN,0.45538255553918716,5.8374568334292314e-05,0.0029187284167146157,72,True,per_turn
Claude,1,U3,AUR,-0.13452892254551366,0.2598828198346866,0.7349805622356788,72,False,per_turn
Claude,1,U3,TD,0.11341747472590362,0.3428232656545097,0.7349805622356788,72,False,per_turn
Claude,1,U3,FIX,-0.09040632899940267,0.4501014630604572,0.836913240283155,72,False,per_turn
Claude,1,U3,RT,-0.062217101683825514,0.6036257949048871,0.836913240283155,72,False,per_turn
Claude,1,U3,TN,0.07319128030596049,0.5411997838507767,0.836913240283155,72,False,per_turn
Claude,1,U3,QOC,0.0170099425667556,0.8872235161938539,0.904634716999826,72,False,per_turn
Claude,1,U3,LM,0.1157562254139464,0.332897656044999,0.7349805622356788,72,False,per_turn
Claude,1,U3,ME,-0.047662298352413084,0.6909427424303356,0.836913240283155,72,False,per_turn
Claude,1,U3,EMP,0.08223962896697552,0.4922225637268809,0.836913240283155,72,False,per_turn
Claude,1,U4,SEN,0.11111111111111109,0.3527906698731258,0.7349805622356788,72,False,per_turn
Claude,1,U4,AUR,-0.18522338642604355,0.11930961468204207,0.5939191514782616,72,False,per_turn
Claude,1,U4,TD,0.05271106251812274,0.6601208819796058,0.836913240283155,72,False,per_turn
Claude,1,U4,FIX,0.3668947219322148,0.0015241137994874499,0.025401896658124163,72,True,per_turn
Claude,1,U4,RT,0.40120336332328577,0.00047815766157453343,0.011953941539363336,72,True,per_turn
Claude,1,U4,TN,-0.12871901350991083,0.28121587951313887,0.7349805622356788,72,False,per_turn
Claude,1,U4,QOC,0.11356431943305108,0.34219466913857033,0.7349805622356788,72,False,per_turn
Claude,1,U4,LM,-0.04034850217792015,0.7364836514491764,0.836913240283155,72,False,per_turn
Claude,1,U4,ME,-0.04485613040162566,0.7082972198146749,0.836913240283155,72,False,per_turn
Claude,1,U4,EMP,0.06749165157385545,0.5732267084917948,0.836913240283155,72,False,per_turn
Claude,1,U5,SEN,0.14357433374124176,0.22890185588787426,0.715318299649607,72,False,per_turn
Claude,1,U5,AUR,-0.03102289144559369,0.7958719933535903,0.8650782536452069,72,False,per_turn
Claude,1,U5,TD,0.05590635504319867,0.6408978093511968,0.836913240283155,72,False,per_turn
Claude,1,U5,FIX,0.015418798811516142,0.8977131869786843,0.904634716999826,72,False,per_turn
Claude,1,U5,RT,0.11133398814825617,0.3518197086522613,0.7349805622356788,72,False,per_turn
Claude,1,U5,TN,-0.1734831151993808,0.14501539143283823,0.5939191514782616,72,False,per_turn
Claude,1,U5,QOC,0.1212515938593429,0.31029803627193303,0.7349805622356788,72,False,per_turn
Claude,1,U5,LM,0.21864695978651136,0.06500759886933423,0.3611533270518568,72,False,per_turn
Claude,1,U5,ME,0.0731048485238362,0.5416788459465722,0.836913240283155,72,False,per_turn
Claude,1,U5,EMP,-0.014370363742100063,0.9046347169998261,0.904634716999826,72,False,per_turn
Claude,2,U1,SEN,0.4098005709323841,0.0003505187875049774,0.005525282365632081,72,True,per_turn
Claude,2,U1,AUR,0.21427723494280349,0.07069402766315512,0.3213364893779778,72,False,per_turn
Claude,2,U1,TD,-0.07165918706113662,0.5497222185080837,0.9018919830372315,72,False,per_turn
Claude,2,U1,FIX,0.2230152537659117,0.05969785815700095,0.3213364893779778,72,False,per_turn
Claude,2,U1,RT,0.27756828167809594,0.01824472910491038,0.1520394092075865,72,False,per_turn
Claude,2,U1,TN,0.26874500118397676,0.02245185927559504,0.16037042339710744,72,False,per_turn
